1, 0.38527, 0.39440
5, 0.81237, 0.81034
9, 0.80716, 0.80388
13, 0.82780, 0.82543
17, 0.87406, 0.87284
21, 0.89358, 0.89224
25, 0.89995, 0.89871
29, 0.92099, 0.92026
33, 0.91472, 0.91379
37, 0.89803, 0.89655
41, 0.91234, 0.91164
45, 0.91527, 0.91379
49, 0.91514, 0.91379
53, 0.91921, 0.91810
57, 0.91903, 0.91810
61, 0.92170, 0.92026
65, 0.91290, 0.91164
69, 0.92325, 0.92241
73, 0.92099, 0.92026
77, 0.91481, 0.91379
81, 0.91258, 0.91164
85, 0.92318, 0.92241
89, 0.92118, 0.92026
93, 0.92320, 0.92241
97, 0.92123, 0.92026
101, 0.92565, 0.92457
105, 0.91541, 0.91379
109, 0.91738, 0.91595
113, 0.91742, 0.91595
117, 0.90908, 0.90733
121, 0.91734, 0.91595
125, 0.92379, 0.92241
129, 0.93207, 0.93103
133, 0.93225, 0.93103
137, 0.93228, 0.93103
141, 0.92830, 0.92672
145, 0.92830, 0.92672
149, 0.92618, 0.92457
153, 0.92632, 0.92457
157, 0.92382, 0.92241
161, 0.92819, 0.92672
165, 0.92404, 0.92241
169, 0.92170, 0.92026
173, 0.92587, 0.92457
177, 0.92806, 0.92672
181, 0.92985, 0.92888
185, 0.92596, 0.92457
189, 0.92801, 0.92672
193, 0.92591, 0.92457
197, 0.92806, 0.92672
201, 0.92806, 0.92672
205, 0.93428, 0.93319
209, 0.94046, 0.93966
213, 0.93637, 0.93534
217, 0.93843, 0.93750
221, 0.93628, 0.93534
225, 0.93628, 0.93534
229, 0.93616, 0.93534
233, 0.93838, 0.93750
237, 0.93012, 0.92888
241, 0.93425, 0.93319
245, 0.92812, 0.92672
249, 0.93019, 0.92888
253, 0.92811, 0.92672
257, 0.92790, 0.92672
261, 0.92360, 0.92241
265, 0.91739, 0.91595
269, 0.92152, 0.92026
273, 0.92560, 0.92457
277, 0.92558, 0.92457
281, 0.92359, 0.92241
285, 0.92786, 0.92672
289, 0.92786, 0.92672
293, 0.92378, 0.92241
297, 0.92376, 0.92241
301, 0.92378, 0.92241
305, 0.92172, 0.92026
309, 0.92375, 0.92241
313, 0.92170, 0.92026
317, 0.92375, 0.92241
321, 0.92372, 0.92241
325, 0.92157, 0.92026
329, 0.92364, 0.92241
333, 0.92367, 0.92241
337, 0.92367, 0.92241
341, 0.92145, 0.92026
345, 0.92558, 0.92457
349, 0.92351, 0.92241
353, 0.92352, 0.92241
357, 0.92354, 0.92241
361, 0.92135, 0.92026
365, 0.91730, 0.91595
369, 0.91735, 0.91595
373, 0.91535, 0.91379
377, 0.91515, 0.91379
381, 0.91515, 0.91379
385, 0.91121, 0.90948
389, 0.91121, 0.90948
393, 0.91739, 0.91595
397, 0.91302, 0.91164
401, 0.91297, 0.91164
405, 0.91093, 0.90948
409, 0.91532, 0.91379
413, 0.91931, 0.91810
417, 0.91708, 0.91595
421, 0.91722, 0.91595
425, 0.91309, 0.91164
429, 0.91098, 0.90948
433, 0.91301, 0.91164
437, 0.91940, 0.91810
441, 0.92147, 0.92026
445, 0.91509, 0.91379
449, 0.92132, 0.92026
453, 0.92135, 0.92026
457, 0.92358, 0.92241
461, 0.92344, 0.92241
465, 0.92358, 0.92241
469, 0.92350, 0.92241
473, 0.91945, 0.91810
477, 0.92369, 0.92241
481, 0.92782, 0.92672
485, 0.92586, 0.92457
489, 0.92155, 0.92026
493, 0.92795, 0.92672
497, 0.92793, 0.92672
501, 0.92806, 0.92672
505, 0.92809, 0.92672
509, 0.92390, 0.92241
513, 0.92378, 0.92241
517, 0.91964, 0.91810
521, 0.91964, 0.91810
525, 0.91942, 0.91810
529, 0.92380, 0.92241
533, 0.92380, 0.92241
537, 0.92784, 0.92672
541, 0.92967, 0.92888
545, 0.93167, 0.93103
549, 0.93186, 0.93103
553, 0.92981, 0.92888
557, 0.92348, 0.92241
561, 0.92551, 0.92457
565, 0.92572, 0.92457
569, 0.92343, 0.92241
573, 0.92336, 0.92241
577, 0.92362, 0.92241
581, 0.92343, 0.92241
585, 0.92794, 0.92672
589, 0.92777, 0.92672
593, 0.92777, 0.92672
597, 0.92772, 0.92672
601, 0.92575, 0.92457
605, 0.92983, 0.92888
609, 0.92548, 0.92457
613, 0.92731, 0.92672
617, 0.92751, 0.92672
621, 0.92961, 0.92888
625, 0.92961, 0.92888
629, 0.93187, 0.93103
633, 0.92961, 0.92888
637, 0.92971, 0.92888
641, 0.92971, 0.92888
645, 0.93173, 0.93103
649, 0.93163, 0.93103
653, 0.93589, 0.93534
657, 0.93800, 0.93750
661, 0.94024, 0.93966
665, 0.93388, 0.93319
669, 0.93193, 0.93103
673, 0.93399, 0.93319
677, 0.93399, 0.93319
681, 0.93187, 0.93103
685, 0.93396, 0.93319
689, 0.93608, 0.93534
693, 0.93608, 0.93534
697, 0.93389, 0.93319
701, 0.93389, 0.93319
705, 0.92973, 0.92888
709, 0.92527, 0.92457
713, 0.92767, 0.92672
717, 0.92967, 0.92888
721, 0.92967, 0.92888
725, 0.92544, 0.92457
729, 0.92754, 0.92672
733, 0.92104, 0.92026
737, 0.91660, 0.91595
741, 0.92290, 0.92241
745, 0.92109, 0.92026
749, 0.91911, 0.91810
753, 0.92329, 0.92241
757, 0.92331, 0.92241
761, 0.92331, 0.92241
765, 0.92348, 0.92241
769, 0.91714, 0.91595
773, 0.91923, 0.91810
777, 0.91923, 0.91810
781, 0.91903, 0.91810
785, 0.91686, 0.91595
789, 0.92107, 0.92026
793, 0.91913, 0.91810
797, 0.92528, 0.92457
801, 0.92115, 0.92026
805, 0.91700, 0.91595
809, 0.91312, 0.91164
813, 0.91514, 0.91379
817, 0.91514, 0.91379
821, 0.91101, 0.90948
825, 0.91077, 0.90948
829, 0.90448, 0.90302
833, 0.90448, 0.90302
837, 0.90649, 0.90517
841, 0.90632, 0.90517
845, 0.91077, 0.90948
849, 0.90667, 0.90517
853, 0.90667, 0.90517
857, 0.91082, 0.90948
861, 0.91078, 0.90948
865, 0.90878, 0.90733
869, 0.90672, 0.90517
873, 0.90662, 0.90517
877, 0.91071, 0.90948
881, 0.90893, 0.90733
885, 0.91299, 0.91164
889, 0.90654, 0.90517
893, 0.90684, 0.90517
897, 0.91086, 0.90948
901, 0.90857, 0.90733
905, 0.90835, 0.90733
909, 0.91259, 0.91164
913, 0.91057, 0.90948
917, 0.90644, 0.90517
921, 0.90643, 0.90517
925, 0.90422, 0.90302
929, 0.90422, 0.90302
933, 0.90405, 0.90302
937, 0.90615, 0.90517
941, 0.90825, 0.90733
945, 0.90825, 0.90733
949, 0.91038, 0.90948
953, 0.90632, 0.90517
957, 0.90631, 0.90517
961, 0.91038, 0.90948
965, 0.91247, 0.91164
969, 0.91043, 0.90948
973, 0.91236, 0.91164
977, 0.91033, 0.90948
981, 0.91440, 0.91379
985, 0.91230, 0.91164
989, 0.90811, 0.90733
993, 0.90811, 0.90733
997, 0.90808, 0.90733
1001, 0.90816, 0.90733
1005, 0.91023, 0.90948
1009, 0.90809, 0.90733
1013, 0.90582, 0.90517
1017, 0.90787, 0.90733
1021, 0.90582, 0.90517
1025, 0.90997, 0.90948
1029, 0.90791, 0.90733
1033, 0.90585, 0.90517
1037, 0.90589, 0.90517
1041, 0.90589, 0.90517
1045, 0.90573, 0.90517
1049, 0.90788, 0.90733
1053, 0.91452, 0.91379
1057, 0.91002, 0.90948
1061, 0.90602, 0.90517
1065, 0.90619, 0.90517
1069, 0.90619, 0.90517
1073, 0.90388, 0.90302
1077, 0.90807, 0.90733
1081, 0.90622, 0.90517
1085, 0.90214, 0.90086
1089, 0.89780, 0.89655
1093, 0.89781, 0.89655
1097, 0.89770, 0.89655
1101, 0.89959, 0.89871
1105, 0.89761, 0.89655
1109, 0.89761, 0.89655
1113, 0.89761, 0.89655
1117, 0.89558, 0.89440
1121, 0.89534, 0.89440
1125, 0.89550, 0.89440
1129, 0.89959, 0.89871
1133, 0.90606, 0.90517
1137, 0.90815, 0.90733
1141, 0.90365, 0.90302
1145, 0.90799, 0.90733
1149, 0.90567, 0.90517
1153, 0.90359, 0.90302
1157, 0.90343, 0.90302
1161, 0.89240, 0.89224
1165, 0.89236, 0.89224
1169, 0.89481, 0.89440
1173, 0.89042, 0.89009
1177, 0.89696, 0.89655
1181, 0.89708, 0.89655
1185, 0.89045, 0.89009
1189, 0.89045, 0.89009
1193, 0.89023, 0.89009
1197, 0.89012, 0.89009
1201, 0.89035, 0.89009
1205, 0.89035, 0.89009
1209, 0.89244, 0.89224
1213, 0.89021, 0.89009
1217, 0.88802, 0.88793
1221, 0.88802, 0.88793
1225, 0.89024, 0.89009
1229, 0.88804, 0.88793
1233, 0.89014, 0.89009
1237, 0.88596, 0.88578
1241, 0.88792, 0.88793
1245, 0.87929, 0.87931
1249, 0.87918, 0.87931
1253, 0.87907, 0.87931
1257, 0.88338, 0.88362
1261, 0.88338, 0.88362
1265, 0.88542, 0.88578
1269, 0.88327, 0.88362
1273, 0.87500, 0.87500
1277, 0.87280, 0.87284
1281, 0.87300, 0.87284
1285, 0.87291, 0.87284
1289, 0.87490, 0.87500
1293, 0.87074, 0.87069
1297, 0.87249, 0.87284
1301, 0.87025, 0.87069
1305, 0.87040, 0.87069
1309, 0.87737, 0.87716
1313, 0.87754, 0.87716
1317, 0.87515, 0.87500
1321, 0.86652, 0.86638
1325, 0.87084, 0.87069
1329, 0.87094, 0.87069
1333, 0.86867, 0.86853
1337, 0.87495, 0.87500
1341, 0.87497, 0.87500
1345, 0.86615, 0.86638
1349, 0.86161, 0.86207
1353, 0.85477, 0.85560
1357, 0.85490, 0.85560
1361, 0.85468, 0.85560
1365, 0.86175, 0.86207
1369, 0.86402, 0.86422
1373, 0.85976, 0.85991
1377, 0.85352, 0.85345
1381, 0.84651, 0.84698
1385, 0.84200, 0.84267
