1, 0.21893, 0.39009
5, 0.67005, 0.67457
9, 0.76966, 0.76940
13, 0.79449, 0.79310
17, 0.85083, 0.85345
21, 0.82226, 0.83190
25, 0.87252, 0.87716
29, 0.80111, 0.79957
33, 0.79785, 0.79741
37, 0.86136, 0.86207
41, 0.82837, 0.83190
45, 0.88723, 0.88793
49, 0.86183, 0.86207
53, 0.83766, 0.83836
57, 0.87246, 0.87069
61, 0.81787, 0.81681
65, 0.81288, 0.81681
69, 0.90707, 0.90733
73, 0.83537, 0.83621
77, 0.81013, 0.81250
81, 0.83864, 0.83836
85, 0.86788, 0.86853
89, 0.87106, 0.87069
93, 0.89519, 0.89440
97, 0.86838, 0.87069
101, 0.88760, 0.88793
105, 0.87137, 0.87069
109, 0.89384, 0.89440
113, 0.87232, 0.87500
117, 0.84757, 0.85129
121, 0.81390, 0.81466
125, 0.89021, 0.89009
129, 0.87685, 0.87716
133, 0.82543, 0.82759
137, 0.84056, 0.84267
141, 0.84854, 0.84698
145, 0.87659, 0.87500
149, 0.82210, 0.82543
153, 0.84670, 0.84914
157, 0.89011, 0.89009
161, 0.87366, 0.87500
165, 0.84878, 0.84914
169, 0.86394, 0.86422
173, 0.81478, 0.81897
177, 0.86268, 0.86422
181, 0.83110, 0.82759
185, 0.83819, 0.84052
189, 0.87701, 0.87716
193, 0.85018, 0.85129
197, 0.83237, 0.83190
201, 0.86046, 0.86207
205, 0.85803, 0.85776
209, 0.86040, 0.86207
213, 0.85475, 0.85776
217, 0.85112, 0.84914
221, 0.82734, 0.82543
225, 0.84317, 0.84052
229, 0.90355, 0.90517
233, 0.86903, 0.87069
237, 0.90018, 0.90086
241, 0.88381, 0.88362
245, 0.85137, 0.85129
249, 0.87176, 0.87069
253, 0.84611, 0.84698
257, 0.86134, 0.86207
261, 0.88830, 0.89009
265, 0.87099, 0.87069
269, 0.90451, 0.90517
273, 0.87098, 0.86853
277, 0.86607, 0.86853
281, 0.89303, 0.89440
285, 0.84498, 0.84267
289, 0.84874, 0.84914
293, 0.88555, 0.88362
297, 0.85233, 0.85345
301, 0.84553, 0.84483
305, 0.87074, 0.87284
309, 0.82518, 0.82543
313, 0.81546, 0.84052
317, 0.86786, 0.86853
321, 0.88114, 0.88147
325, 0.85285, 0.85345
329, 0.89949, 0.90086
333, 0.87353, 0.87284
337, 0.83117, 0.82759
341, 0.86785, 0.86853
345, 0.87592, 0.87500
349, 0.85829, 0.86207
353, 0.85322, 0.85129
357, 0.88047, 0.87931
361, 0.85024, 0.84914
365, 0.87209, 0.87284
369, 0.84340, 0.84267
373, 0.89271, 0.89440
377, 0.83626, 0.84267
381, 0.86188, 0.86207
385, 0.87881, 0.87716
389, 0.88253, 0.88362
393, 0.81037, 0.81466
397, 0.88731, 0.88793
401, 0.87298, 0.87284
405, 0.85751, 0.85776
409, 0.87370, 0.87500
413, 0.84904, 0.84914
417, 0.78425, 0.78879
421, 0.80480, 0.81034
425, 0.85407, 0.85560
429, 0.88250, 0.88147
433, 0.83292, 0.83190
437, 0.87209, 0.87284
441, 0.86607, 0.86638
445, 0.86355, 0.86422
449, 0.84226, 0.84267
453, 0.82577, 0.82974
457, 0.87196, 0.87284
461, 0.80501, 0.80603
465, 0.87809, 0.87716
469, 0.85231, 0.85129
473, 0.87324, 0.87500
477, 0.88674, 0.88362
481, 0.81669, 0.81681
485, 0.86391, 0.86422
489, 0.84792, 0.85129
493, 0.84478, 0.84483
497, 0.82154, 0.82328
501, 0.88400, 0.88578
505, 0.88258, 0.88147
509, 0.84352, 0.84052
513, 0.84266, 0.84483
517, 0.88699, 0.88578
521, 0.85954, 0.85991
525, 0.86422, 0.86422
529, 0.84074, 0.84267
533, 0.85991, 0.85991
537, 0.84013, 0.85991
541, 0.84830, 0.84698
545, 0.86153, 0.86207
549, 0.86298, 0.86422
553, 0.89170, 0.89009
557, 0.87759, 0.87931
561, 0.82470, 0.82328
